"","POS_mm","RghtLft","SECTION","volume","volume D","volume V","index","index D","index V","mb","set","src","position"
"994",9.4,"right","medial",0.00489,0.00210725,0.00278275,7.2042,8.3019,6.1066,"MB13",1,"MB13-1","right medial"
"316",9.5,"left","medial",0,0,1.15e-05,0.716,1,0.4321,"MB11",2,"MB11-2","left medial"
"3022",9.5,"left","medial",0,0,7e-05,0.3309,0,0.6618,"MB18",2,"MB18-2","left medial"
"4829",9.5,"left","medial",0.00012125,8.75e-06,0.0001295,0.3512,0.0247,0.6778,"MB22",2,"MB22-2","left medial"
"1283",9.5,"left","medial",0.00015625,0.00010575,5.65e-05,0.5447,0.7755,0.3139,"MB13",2,"MB13-2","left medial"
"1896",9.5,"left","medial",0.00030925,7.35e-05,0.0002955,1.2372,0.0679,2.4064,"MB14",2,"MB14-2","left medial"
"2697",9.5,"left","medial",0.0004955,5.975e-05,0.00052725,2.8834,0.4186,5.3481,"MB18",1,"MB18-1","left medial"
"4471",9.5,"left","medial",0.00149125,5.225e-05,0.00273875,3.6953,1,6.3906,"MB22",1,"MB22-1","left medial"
"995",9.5,"left","medial",0.00180975,0.00049325,0.001329,1.9994,1.431,2.5678,"MB13",1,"MB13-1","left medial"
"2434",9.5,"left","medial",0,0,0,0,0,0,"MB17",2,"MB17-2","left medial"
"3343",9.5,"left","medial",0,0,0,0,0,0,"MB19",1,"MB19-1","left medial"
"5182",9.5,"right","distal",0.0038,0.0013,0.0027,6.6718,5,8.3437,"MB23",1,"MB23-1","right distal"
"5576",9.5,"right","distal",0.0069,0.0035,0.0042,7.3026,4.5,10.1053,"MB23",2,"MB23-2","right distal"
"770",9.5,"right","medial",5e-04,0,0.0012,1.7072,0.0029,3.4114,"MB12",2,"MB12-2","right medial"
"4221",9.5,"right","medial",0.0015,0,0.0019,2.1749,0,4.3497,"MB21",2,"MB21-2","right medial"
"533",9.5,"right","medial",0.0037,9e-04,0.0094,8.9885,4,13.977,"MB12",1,"MB12-1","right medial"
"3932",9.5,"right","medial",0.0543,0.0301,0.0242,41.3875,39.3823,43.3927,"MB21",1,"MB21-1","right medial"
"2175",9.5,"right","medial",0.0016055,0.00074925,0.00085825,5.5455,4.5295,6.5616,"MB17",1,"MB17-1","right medial"
"88",9.5,"right","medial",0.00356775,1.45e-05,0.00396875,3.996,0.0333,7.9587,"MB11",1,"MB11-1","right medial"
"1563",9.5,"right","medial",0.003856,0.00066325,0.003376,5.928,0.6755,11.1804,"MB14",1,"MB14-1","right medial"
"3642",9.5,"right","medial",0,0,0,0,0,0,"MB19",2,"MB19-2","right medial"
"5577",9.6,"left","distal",1e-04,0,2e-04,0.9856,1,0.9713,"MB23",2,"MB23-2","left distal"
"5183",9.6,"left","distal",3e-04,3e-04,1e-04,1.194,2.126,0.262,"MB23",1,"MB23-1","left distal"
"771",9.6,"left","medial",4e-04,2e-04,1e-04,1.8938,1.3507,2.4369,"MB12",2,"MB12-2","left medial"
"534",9.6,"left","medial",0.001,0,0.0044,5.0047,2,8.0094,"MB12",1,"MB12-1","left medial"
"4222",9.6,"left","medial",0.001,9e-04,2e-04,1.3576,2.2595,0.4556,"MB21",2,"MB21-2","left medial"
"3933",9.6,"left","medial",0.0077,0.0016,0.0064,6.0244,1.5259,10.523,"MB21",1,"MB21-1","left medial"
"2176",9.6,"left","medial",0.00013025,0.00011675,1.375e-05,0.2453,0.427,0.0635,"MB17",1,"MB17-1","left medial"
"3643",9.6,"left","medial",0.00147275,0.00019575,0.001301,3.0123,2.0157,4.0089,"MB19",2,"MB19-2","left medial"
"89",9.6,"left","medial",0.003148,0.000158,0.003076,3.3231,0.3658,6.2805,"MB11",1,"MB11-1","left medial"
"1564",9.6,"left","medial",0.00367675,1.6e-05,0.0044085,5.128,0.0095,10.2466,"MB14",1,"MB14-1","left medial"
"2435",9.6,"right","medial",0,0,3.9e-05,0.4832,0,0.9665,"MB17",2,"MB17-2","right medial"
"317",9.6,"right","medial",2.975e-05,8.25e-06,7.175e-05,0.8511,0.0094,1.6928,"MB11",2,"MB11-2","right medial"
"3344",9.6,"right","medial",4.05e-05,2.5e-07,4.4e-05,0.1703,0.0025,0.338,"MB19",1,"MB19-1","right medial"
"4830",9.6,"right","medial",7.05e-05,5.25e-05,2.75e-05,0.5206,0.9549,0.0863,"MB22",2,"MB22-2","right medial"
"4472",9.6,"right","medial",8.4e-05,0,0.00103025,2.4009,0,4.8018,"MB22",1,"MB22-1","right medial"
"1284",9.6,"right","medial",0.000161,0.0001165,0.0001055,0.3782,0.6335,0.1228,"MB13",2,"MB13-2","right medial"
"2698",9.6,"right","medial",0.0003105,0.00015325,0.0002075,2.26,0.3443,4.1758,"MB18",1,"MB18-1","right medial"
"3023",9.6,"right","medial",0.00122075,0.00050975,0.0007815,3.2772,1.1046,5.4498,"MB18",2,"MB18-2","right medial"
"1897",9.6,"right","medial",0.00278275,0.00036375,0.00246,5.7117,0.3323,11.0911,"MB14",2,"MB14-2","right medial"
"996",9.6,"right","medial",0.0047,0.0019875,0.0027125,7.1609,8.1449,6.1769,"MB13",1,"MB13-1","right medial"
"3024",9.7,"left","medial",0,0,0.000166,1.0197,0,2.0394,"MB18",2,"MB18-2","left medial"
"1285",9.7,"left","medial",5.7e-05,4.2e-05,5.4e-05,0.2142,0.1029,0.3255,"MB13",2,"MB13-2","left medial"
"4831",9.7,"left","medial",0.0002175,5.3e-05,0.00017125,1.2082,1.0877,1.3286,"MB22",2,"MB22-2","left medial"
"1898",9.7,"left","medial",0.0003515,6.725e-05,0.00030925,1.6448,1.0494,2.2402,"MB14",2,"MB14-2","left medial"
"2699",9.7,"left","medial",0.00051675,6.65e-05,0.00052175,2.9618,0.4647,5.4588,"MB18",1,"MB18-1","left medial"
"4473",9.7,"left","medial",0.001539,0,0.00282425,3.083,0,6.1661,"MB22",1,"MB22-1","left medial"
"997",9.7,"left","medial",0.00182175,0.000423,0.001417,2.3522,1.6599,3.0445,"MB13",1,"MB13-1","left medial"
"318",9.7,"left","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","left medial"
"2436",9.7,"left","medial",0,0,0,0,0,0,"MB17",2,"MB17-2","left medial"
"3345",9.7,"left","medial",0,0,0,0,0,0,"MB19",1,"MB19-1","left medial"
"5184",9.7,"right","distal",0.0037,0.0012,0.0027,6.7185,5,8.437,"MB23",1,"MB23-1","right distal"
"5578",9.7,"right","distal",0.0049,0.0027,0.0029,5.3808,3,7.7617,"MB23",2,"MB23-2","right distal"
"772",9.7,"right","medial",5e-04,0,0.0012,1.6625,0.0031,3.3219,"MB12",2,"MB12-2","right medial"
"4223",9.7,"right","medial",0.0016,0,0.0021,2.2023,0,4.4047,"MB21",2,"MB21-2","right medial"
"535",9.7,"right","medial",0.0035,8e-04,0.009,8.5272,3.5,13.5544,"MB12",1,"MB12-1","right medial"
"3934",9.7,"right","medial",0.0525,0.0287,0.0238,40.2917,37.652,42.9314,"MB21",1,"MB21-1","right medial"
"2177",9.7,"right","medial",0.00153575,0.00066025,0.0008755,6.0547,4.6581,7.4512,"MB17",1,"MB17-1","right medial"
"90",9.7,"right","medial",0.00344525,2.3e-05,0.00388075,4.0231,0.0942,7.952,"MB11",1,"MB11-1","right medial"
"1565",9.7,"right","medial",0.003727,0.000609,0.003359,6.0283,1.0395,11.0172,"MB14",1,"MB14-1","right medial"
"3644",9.7,"right","medial",0,0,0,0,0,0,"MB19",2,"MB19-2","right medial"
"5579",9.8,"left","distal",1e-04,0,3e-04,1.169,1,1.3381,"MB23",2,"MB23-2","left distal"
"5185",9.8,"left","distal",3e-04,3e-04,0,1.3816,2.6604,0.1029,"MB23",1,"MB23-1","left distal"
"773",9.8,"left","medial",5e-04,2e-04,3e-04,1.8546,1.2785,2.4307,"MB12",2,"MB12-2","left medial"
"536",9.8,"left","medial",9e-04,0,0.0042,4.0732,1,7.1463,"MB12",1,"MB12-1","left medial"
"4224",9.8,"left","medial",0.0011,9e-04,2e-04,1.375,2.289,0.4609,"MB21",2,"MB21-2","left medial"
"3935",9.8,"left","medial",0.0075,0.0016,0.0062,6.2648,1.9987,10.5309,"MB21",1,"MB21-1","left medial"
"2178",9.8,"left","medial",0.00032525,0.00016875,0.0001565,1.0538,1.3066,0.8011,"MB17",1,"MB17-1","left medial"
"3645",9.8,"left","medial",0.0012585,0.000173,0.001113,2.8657,2.0176,3.7139,"MB19",2,"MB19-2","left medial"
"91",9.8,"left","medial",0.00312725,0.000138,0.00307275,3.4847,0.4913,6.4781,"MB11",1,"MB11-1","left medial"
"1566",9.8,"left","medial",0.00346225,1.75e-06,0.0043615,5.1146,0.001,10.2282,"MB14",1,"MB14-1","left medial"
"2437",9.8,"right","medial",0,0,2.5e-05,0.3763,0,0.7526,"MB17",2,"MB17-2","right medial"
"3346",9.8,"right","medial",3.975e-05,1e-05,3.175e-05,0.2279,0.1934,0.2625,"MB19",1,"MB19-1","right medial"
"4832",9.8,"right","medial",5.225e-05,4.125e-05,1.875e-05,0.3863,0.7165,0.0561,"MB22",2,"MB22-2","right medial"
"4474",9.8,"right","medial",6.625e-05,0,0.00094,1.9428,0,3.8856,"MB22",1,"MB22-1","right medial"
"1286",9.8,"right","medial",9.6e-05,7.125e-05,8.2e-05,0.3025,0.5061,0.0989,"MB13",2,"MB13-2","right medial"
"2700",9.8,"right","medial",0.0001635,6.5e-05,0.000199,1.9976,0.0656,3.9296,"MB18",1,"MB18-1","right medial"
"319",9.8,"right","medial",0.00020325,0.000104,0.00013375,2.0805,1.0359,3.1252,"MB11",2,"MB11-2","right medial"
"3025",9.8,"right","medial",0.0011255,0.00046625,0.00076625,3.2435,1.0903,5.3967,"MB18",2,"MB18-2","right medial"
"1899",9.8,"right","medial",0.00272375,0.00035175,0.002426,5.4796,0.3392,10.6201,"MB14",2,"MB14-2","right medial"
"998",9.8,"right","medial",0.0043165,0.00177125,0.00254525,6.0686,6.9718,5.1654,"MB13",1,"MB13-1","right medial"
"3026",9.9,"left","medial",0,0,0.00016025,0.7945,0,1.589,"MB18",2,"MB18-2","left medial"
"2438",9.9,"left","medial",6.825e-05,4.9e-05,2e-05,0.1434,0.1971,0.0897,"MB17",2,"MB17-2","left medial"
"4833",9.9,"left","medial",0.00025775,5.45e-05,0.00022575,0.8097,0.7324,0.887,"MB22",2,"MB22-2","left medial"
"1900",9.9,"left","medial",0.00032675,6.275e-05,0.0003065,1.6247,1.047,2.2024,"MB14",2,"MB14-2","left medial"
"2701",9.9,"left","medial",0.000568,5.1e-05,0.00058775,3.7498,1.036,6.4636,"MB18",1,"MB18-1","left medial"
"4475",9.9,"left","medial",0.00160725,0,0.00278925,2.8176,0,5.6353,"MB22",1,"MB22-1","left medial"
"999",9.9,"left","medial",0.00163825,0.00025925,0.00142425,1.7598,0.3383,3.1812,"MB13",1,"MB13-1","left medial"
"320",9.9,"left","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","left medial"
"1287",9.9,"left","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","left medial"
"3347",9.9,"left","medial",0,0,0,0,0,0,"MB19",1,"MB19-1","left medial"
"5580",9.9,"right","distal",0.0029,0.0016,0.0021,4.4254,2.5,6.3508,"MB23",2,"MB23-2","right distal"
"5186",9.9,"right","distal",0.0035,0.0014,0.0023,5.9018,4.5,7.3035,"MB23",1,"MB23-1","right distal"
"774",9.9,"right","medial",6e-04,0,0.0012,1.5807,0.0177,3.1436,"MB12",2,"MB12-2","right medial"
"4225",9.9,"right","medial",0.0017,0,0.0021,2.1852,0,4.3703,"MB21",2,"MB21-2","right medial"
"537",9.9,"right","medial",0.0033,6e-04,0.0085,7.9791,3,12.9582,"MB12",1,"MB12-1","right medial"
"3936",9.9,"right","medial",0.0498,0.0272,0.0227,39.0605,35.9021,42.2188,"MB21",1,"MB21-1","right medial"
"2179",9.9,"right","medial",0.001488,0.0007445,0.0007435,5.7564,4.6356,6.8772,"MB17",1,"MB17-1","right medial"
"92",9.9,"right","medial",0.0034085,2.75e-05,0.00391625,4.1213,0.1114,8.1312,"MB11",1,"MB11-1","right medial"
"1567",9.9,"right","medial",0.00360125,0.00048225,0.0034,5.6817,0.5579,10.8054,"MB14",1,"MB14-1","right medial"
"3646",9.9,"right","medial",0,0,0,0,0,0,"MB19",2,"MB19-2","right medial"
"5581",10,"left","distal",1e-04,0,3e-04,1.4638,1.25,1.6776,"MB23",2,"MB23-2","left distal"
"5187",10,"left","distal",4e-04,3e-04,1e-04,1.6105,2.8156,0.4055,"MB23",1,"MB23-1","left distal"
"538",10,"left","medial",7e-04,0,0.004,3.3176,0,6.6353,"MB12",1,"MB12-1","left medial"
"775",10,"left","medial",0.001,6e-04,5e-04,3.1975,3.1161,3.2788,"MB12",2,"MB12-2","left medial"
"4226",10,"left","medial",0.0011,9e-04,2e-04,1.3816,2.3381,0.4252,"MB21",2,"MB21-2","left medial"
"3937",10,"left","medial",0.0069,0.0015,0.0058,5.9256,1.8972,9.9539,"MB21",1,"MB21-1","left medial"
"2180",10,"left","medial",0.0001645,0.00014775,1.675e-05,0.2187,0.3409,0.0965,"MB17",1,"MB17-1","left medial"
"3647",10,"left","medial",0.00099475,0.00012575,0.00090525,2.6,2.0046,3.1953,"MB19",2,"MB19-2","left medial"
"93",10,"left","medial",0.0031955,0.00015275,0.0031085,3.4763,0.3058,6.6467,"MB11",1,"MB11-1","left medial"
"1568",10,"left","medial",0.00322475,0,0.00425525,5.0367,0,10.0733,"MB14",1,"MB14-1","left medial"
"2439",10,"right","medial",0,0,2.4e-05,0.3681,0,0.7361,"MB17",2,"MB17-2","right medial"
"1288",10,"right","medial",6e-05,3.975e-05,8.15e-05,0.3401,0.5793,0.101,"MB13",2,"MB13-2","right medial"
"4476",10,"right","medial",7.375e-05,0,0.00086475,1.9177,0,3.8355,"MB22",1,"MB22-1","right medial"
"4834",10,"right","medial",0.0001055,7.925e-05,3.225e-05,0.2,0.2697,0.1303,"MB22",2,"MB22-2","right medial"
"3348",10,"right","medial",0.00010825,3.425e-05,7.4e-05,0.8408,1.1185,0.563,"MB19",1,"MB19-1","right medial"
"2702",10,"right","medial",0.00013575,5.125e-05,0.00016,1.8303,0.0337,3.627,"MB18",1,"MB18-1","right medial"
"321",10,"right","medial",0.00016725,5.6e-05,0.00011925,1.0938,0.1144,2.0732,"MB11",2,"MB11-2","right medial"
"3027",10,"right","medial",0.0010395,0.00039975,0.0007635,3.2213,1.0882,5.3545,"MB18",2,"MB18-2","right medial"
"1901",10,"right","medial",0.002659,0.00031225,0.0024165,5.2585,0.3288,10.1882,"MB14",2,"MB14-2","right medial"
"1000",10,"right","medial",0.00401375,0.00154875,0.002465,5.9151,6.7086,5.1215,"MB13",1,"MB13-1","right medial"
"3028",10.1,"left","medial",6.5e-06,0,0.0001355,0.9956,0,1.9911,"MB18",2,"MB18-2","left medial"
"2440",10.1,"left","medial",8.625e-05,6.625e-05,2.025e-05,0.1848,0.2416,0.128,"MB17",2,"MB17-2","left medial"
"1289",10.1,"left","medial",0.0002085,6.6e-05,0.000159,1.024,1.0931,0.9549,"MB13",2,"MB13-2","left medial"
"4835",10.1,"left","medial",0.00021,3.75e-05,0.00019575,0.3533,0.2402,0.4664,"MB22",2,"MB22-2","left medial"
"1902",10.1,"left","medial",0.00021775,4.625e-05,0.00023425,0.8195,0.0391,1.5998,"MB14",2,"MB14-2","left medial"
"2703",10.1,"left","medial",0.0005125,3.95e-05,0.00051475,2.9432,0.4002,5.4862,"MB18",1,"MB18-1","left medial"
"1001",10.1,"left","medial",0.00134775,0.00019375,0.00121025,1.448,0.259,2.637,"MB13",1,"MB13-1","left medial"
"4477",10.1,"left","medial",0.00169325,0,0.002892,3.0433,0,6.0867,"MB22",1,"MB22-1","left medial"
"322",10.1,"left","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","left medial"
"3349",10.1,"left","medial",0,0,0,0,0,0,"MB19",1,"MB19-1","left medial"
"5582",10.1,"right","distal",0.002,0.0015,0.0011,3.5505,2,5.1009,"MB23",2,"MB23-2","right distal"
"5188",10.1,"right","distal",0.0033,0.0012,0.0023,5.9067,4.5,7.3133,"MB23",1,"MB23-1","right distal"
"776",10.1,"right","medial",7e-04,1e-04,0.0011,1.5613,0.5366,2.586,"MB12",2,"MB12-2","right medial"
"4227",10.1,"right","medial",0.0018,0,0.0021,2.081,0,4.1619,"MB21",2,"MB21-2","right medial"
"539",10.1,"right","medial",0.0034,4e-04,0.0085,8.2761,3.25,13.3023,"MB12",1,"MB12-1","right medial"
"3938",10.1,"right","medial",0.0462,0.0254,0.0207,37.9228,34.8857,40.9598,"MB21",1,"MB21-1","right medial"
"2181",10.1,"right","medial",0.001273,0.00064775,0.00062525,4.9486,4.0639,5.8334,"MB17",1,"MB17-1","right medial"
"94",10.1,"right","medial",0.00333775,1.25e-05,0.00391375,4.1607,0.0567,8.2646,"MB11",1,"MB11-1","right medial"
"1569",10.1,"right","medial",0.003446,0.0003745,0.0033965,6.5093,1.4511,11.5676,"MB14",1,"MB14-1","right medial"
"3648",10.1,"right","medial",0,0,0,0,0,0,"MB19",2,"MB19-2","right medial"
"5583",10.2,"left","distal",3e-04,1e-04,4e-04,1.5358,1.5098,1.5617,"MB23",2,"MB23-2","left distal"
"5189",10.2,"left","distal",3e-04,3e-04,0,0.9726,1.865,0.0801,"MB23",1,"MB23-1","left distal"
"540",10.2,"left","medial",5e-04,0,0.0038,3.0756,0,6.1513,"MB12",1,"MB12-1","left medial"
"4228",10.2,"left","medial",0.0011,9e-04,2e-04,1.4127,2.3966,0.4288,"MB21",2,"MB21-2","left medial"
"777",10.2,"left","medial",0.0012,6e-04,6e-04,3.3807,3.1592,3.6023,"MB12",2,"MB12-2","left medial"
"3939",10.2,"left","medial",0.0066,0.0014,0.0055,5.2145,1.1235,9.3055,"MB21",1,"MB21-1","left medial"
"2182",10.2,"left","medial",0.000336,0.0001985,0.00013775,1.0903,1.3543,0.8262,"MB17",1,"MB17-1","left medial"
"3649",10.2,"left","medial",0.0006215,4.5e-06,0.00073725,2.004,1.5073,2.5007,"MB19",2,"MB19-2","left medial"
"95",10.2,"left","medial",0.00314775,0.00016075,0.00306675,3.5994,0.3675,6.8313,"MB11",1,"MB11-1","left medial"
"1570",10.2,"left","medial",0.0031625,0,0.00421125,5.0235,0,10.047,"MB14",1,"MB14-1","left medial"
"2441",10.2,"right","medial",0,0,3.675e-05,0.3936,0,0.7872,"MB17",2,"MB17-2","right medial"
"1290",10.2,"right","medial",0,0,5.125e-05,0.563,1.0336,0.0923,"MB13",2,"MB13-2","right medial"
"4478",10.2,"right","medial",8.625e-05,0,0.00087125,1.9349,0,3.8698,"MB22",1,"MB22-1","right medial"
"3350",10.2,"right","medial",0.00014225,0.0001235,1.875e-05,0.8989,1.5597,0.238,"MB19",1,"MB19-1","right medial"
"2704",10.2,"right","medial",0.00015775,6.275e-05,0.00015175,1.4,0.0445,2.7555,"MB18",1,"MB18-1","right medial"
"4836",10.2,"right","medial",0.0001925,7.9e-05,0.0001595,0.362,0.147,0.5769,"MB22",2,"MB22-2","right medial"
"323",10.2,"right","medial",0.0002905,0.00015125,0.00014325,1.4519,0.3109,2.5928,"MB11",2,"MB11-2","right medial"
"3029",10.2,"right","medial",0.00060975,0.00018425,0.00051225,2.2062,0.0741,4.3382,"MB18",2,"MB18-2","right medial"
"1903",10.2,"right","medial",0.00277825,0.00032775,0.002498,5.623,0.6004,10.6457,"MB14",2,"MB14-2","right medial"
"1002",10.2,"right","medial",0.003514,0.00121375,0.002325,4.8284,5.3645,4.2923,"MB13",1,"MB13-1","right medial"
"3030",10.3,"left","medial",3.075e-05,0,0.00010525,0.6591,0,1.3181,"MB18",2,"MB18-2","left medial"
"1291",10.3,"left","medial",7.425e-05,4e-05,4.5e-05,0.1575,0.0813,0.2337,"MB13",2,"MB13-2","left medial"
"1904",10.3,"left","medial",0.0001965,3.025e-05,0.0002475,0.943,0.0239,1.8621,"MB14",2,"MB14-2","left medial"
"2442",10.3,"left","medial",0.00022425,0.00016875,5.575e-05,0.513,0.6309,0.3951,"MB17",2,"MB17-2","left medial"
"4837",10.3,"left","medial",0.00026725,5.4e-05,0.0002335,1.1286,1.0632,1.1939,"MB22",2,"MB22-2","left medial"
"2705",10.3,"left","medial",0.000549,6.7e-05,0.00054125,3.1017,0.8129,5.3904,"MB18",1,"MB18-1","left medial"
"1003",10.3,"left","medial",0.001147,0.00013725,0.001097,1.4309,0.4268,2.4349,"MB13",1,"MB13-1","left medial"
"4479",10.3,"left","medial",0.00159475,0,0.00271125,2.9743,0.5922,5.3564,"MB22",1,"MB22-1","left medial"
"324",10.3,"left","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","left medial"
"3351",10.3,"left","medial",0,0,0,0,0,0,"MB19",1,"MB19-1","left medial"
"5584",10.3,"right","distal",9e-04,6e-04,6e-04,2.1993,1.25,3.1486,"MB23",2,"MB23-2","right distal"
"5190",10.3,"right","distal",0.0032,0.0011,0.0023,5.8709,4.5,7.2417,"MB23",1,"MB23-1","right distal"
"778",10.3,"right","medial",9e-04,2e-04,0.0012,2.008,1.0782,2.9379,"MB12",2,"MB12-2","right medial"
"4229",10.3,"right","medial",0.0017,0,0.002,2.0107,0,4.0214,"MB21",2,"MB21-2","right medial"
"541",10.3,"right","medial",0.003,3e-04,0.0079,6.946,2.0156,11.8764,"MB12",1,"MB12-1","right medial"
"3940",10.3,"right","medial",0.0416,0.0234,0.0182,36.1902,33.581,38.7994,"MB21",1,"MB21-1","right medial"
"3650",10.3,"right","medial",0.00013225,6.175e-05,0.00012975,0.1257,0.0667,0.1846,"MB19",2,"MB19-2","right medial"
"2183",10.3,"right","medial",0.00107375,0.00056175,0.000512,4.1726,3.502,4.8431,"MB17",1,"MB17-1","right medial"
"1571",10.3,"right","medial",0.0033,0.00025225,0.003372,6.3052,1.3146,11.2957,"MB14",1,"MB14-1","right medial"
"96",10.3,"right","medial",0.003483,1.1e-05,0.00419775,4.8087,0.0298,9.5877,"MB11",1,"MB11-1","right medial"
"5191",10.4,"left","distal",4e-04,3e-04,0,1.1026,2.074,0.1312,"MB23",1,"MB23-1","left distal"
"5585",10.4,"left","distal",5e-04,1e-04,5e-04,1.6206,1.5165,1.7247,"MB23",2,"MB23-2","left distal"
"542",10.4,"left","medial",4e-04,0,0.0038,3.2839,0,6.5677,"MB12",1,"MB12-1","left medial"
"779",10.4,"left","medial",9e-04,4e-04,5e-04,3.115,3.1638,3.0663,"MB12",2,"MB12-2","left medial"
"4230",10.4,"left","medial",0.0012,0.001,2e-04,0.8922,1.3994,0.3849,"MB21",2,"MB21-2","left medial"
"3941",10.4,"left","medial",0.0069,0.0015,0.0058,6.0699,1.8928,10.2469,"MB21",1,"MB21-1","left medial"
"2184",10.4,"left","medial",0.00024875,0.000232,1.675e-05,0.8061,1.3626,0.2495,"MB17",1,"MB17-1","left medial"
"3651",10.4,"left","medial",0.0005395,6.825e-05,0.00055825,2.2507,2,2.5014,"MB19",2,"MB19-2","left medial"
"97",10.4,"left","medial",0.00299625,0.00015475,0.0029535,3.2103,0.112,6.3086,"MB11",1,"MB11-1","left medial"
"1572",10.4,"left","medial",0.00320175,0,0.004243,5.0734,0,10.1468,"MB14",1,"MB14-1","left medial"
"2443",10.4,"right","medial",4.775e-05,4e-05,4.25e-05,0.992,0.3972,1.5867,"MB17",2,"MB17-2","right medial"
"4480",10.4,"right","medial",8.425e-05,0,0.00096975,2.0179,0,4.0358,"MB22",1,"MB22-1","right medial"
"2706",10.4,"right","medial",0.000148,7.425e-05,0.000114,1.1375,0.0536,2.2215,"MB18",1,"MB18-1","right medial"
"1292",10.4,"right","medial",0.00025575,0,0.00070075,1.3062,1.81,0.8025,"MB13",2,"MB13-2","right medial"
"3352",10.4,"right","medial",0.000267,0.000126,0.000141,1.4261,1.8989,0.9534,"MB19",1,"MB19-1","right medial"
"325",10.4,"right","medial",0.0003335,0.000179,0.00017175,2.2075,1.2662,3.1487,"MB11",2,"MB11-2","right medial"
"4838",10.4,"right","medial",0.00044125,6.575e-05,0.000526,1.117,0.1172,2.1167,"MB22",2,"MB22-2","right medial"
"3031",10.4,"right","medial",0.00064825,0.00023725,0.0004745,2.1803,0.0868,4.2737,"MB18",2,"MB18-2","right medial"
"1905",10.4,"right","medial",0.00278475,0.00030575,0.00251975,5.5938,0.9128,10.2747,"MB14",2,"MB14-2","right medial"
"1004",10.4,"right","medial",0.003244,0.00091575,0.002368,4.5854,4.7965,4.3743,"MB13",1,"MB13-1","right medial"
"326",10.5,"left","medial",1.5e-06,0,2.925e-05,0.1187,0,0.2374,"MB11",2,"MB11-2","left medial"
"1293",10.5,"left","medial",0.0001015,5.7e-05,7.35e-05,0.2201,0.1073,0.333,"MB13",2,"MB13-2","left medial"
"3032",10.5,"left","medial",0.00011475,1.6e-05,0.00014975,0.7798,0.0446,1.5149,"MB18",2,"MB18-2","left medial"
"1906",10.5,"left","medial",0.00021625,2.475e-05,0.0003155,1.533,0.0199,3.0462,"MB14",2,"MB14-2","left medial"
"4839",10.5,"left","medial",0.000243,5.85e-05,0.0001885,1.0645,1.0355,1.0936,"MB22",2,"MB22-2","left medial"
"2444",10.5,"left","medial",0.000305,0.00021875,8.625e-05,0.761,0.977,0.5449,"MB17",2,"MB17-2","left medial"
"2707",10.5,"left","medial",7e-04,0.00013875,0.00062325,4.1979,2.0836,6.3122,"MB18",1,"MB18-1","left medial"
"4481",10.5,"left","medial",0.00135075,0,0.00223625,2.2137,0,4.4273,"MB22",1,"MB22-1","left medial"
"1005",10.5,"left","medial",0.00137625,0.0001695,0.00128125,1.6656,0.8296,2.5015,"MB13",1,"MB13-1","left medial"
"3353",10.5,"left","medial",0,0,0,0,0,0,"MB19",1,"MB19-1","left medial"
"5586",10.5,"right","distal",7e-04,6e-04,2e-04,1.1836,1,1.3672,"MB23",2,"MB23-2","right distal"
"5192",10.5,"right","distal",0.0031,0.001,0.0023,5.8326,4.5,7.1651,"MB23",1,"MB23-1","right distal"
"780",10.5,"right","medial",8e-04,1e-04,0.001,1.8851,1.0826,2.6876,"MB12",2,"MB12-2","right medial"
"4231",10.5,"right","medial",0.0016,0,0.0018,1.8982,0,3.7964,"MB21",2,"MB21-2","right medial"
"543",10.5,"right","medial",0.0029,2e-04,0.0076,6.6985,2.0139,11.3832,"MB12",1,"MB12-1","right medial"
"3942",10.5,"right","medial",0.0375,0.0217,0.0159,33.4688,31.5555,35.3821,"MB21",1,"MB21-1","right medial"
"3652",10.5,"right","medial",0.00020975,0.0001135,9.625e-05,0.1389,0.1234,0.1543,"MB19",2,"MB19-2","right medial"
"2185",10.5,"right","medial",0.00074225,0.00038225,0.00035975,2.6964,2.4363,2.9566,"MB17",1,"MB17-1","right medial"
"1573",10.5,"right","medial",0.00336,0.000244,0.003347,6.8948,1.8708,11.9189,"MB14",1,"MB14-1","right medial"
"98",10.5,"right","medial",0.0034295,0.00011,0.00412725,4.9683,0.9371,8.9994,"MB11",1,"MB11-1","right medial"
"5587",10.6,"left","distal",1e-04,0,2e-04,0.779,0.75,0.808,"MB23",2,"MB23-2","left distal"
"5193",10.6,"left","distal",4e-04,3e-04,0,1.2779,2.2922,0.2635,"MB23",1,"MB23-1","left distal"
"544",10.6,"left","medial",5e-04,0,0.0037,3.3703,0.5,6.2406,"MB12",1,"MB12-1","left medial"
"781",10.6,"left","medial",0.0011,5e-04,6e-04,3.9085,4.1151,3.7019,"MB12",2,"MB12-2","left medial"
"4232",10.6,"left","medial",0.0015,0.0013,2e-04,1.0448,1.5564,0.5333,"MB21",2,"MB21-2","left medial"
"3943",10.6,"left","medial",0.007,0.0015,0.0058,6.1247,1.8486,10.4008,"MB21",1,"MB21-1","left medial"
