"","POS_mm","RghtLft","SECTION","volume","volume D","volume V","index","index D","index V","mb","set","src","position"
"3653",10.6,"left","medial",0.000351,4.65e-05,0.0003705,1.2443,1,1.4885,"MB19",2,"MB19-2","left medial"
"2186",10.6,"left","medial",0.0004915,0.00031125,0.0001805,1.3125,1.6705,0.9545,"MB17",1,"MB17-1","left medial"
"99",10.6,"left","medial",0.0030575,0.00021925,0.00297825,3.9807,1.1648,6.7966,"MB11",1,"MB11-1","left medial"
"1574",10.6,"left","medial",0.00323125,0,0.004311,5.1354,0,10.2707,"MB14",1,"MB14-1","left medial"
"2445",10.6,"right","medial",0,0,3.5e-05,0.7179,0,1.4358,"MB17",2,"MB17-2","right medial"
"4482",10.6,"right","medial",6.175e-05,0,0.00098175,2.037,0,4.074,"MB22",1,"MB22-1","right medial"
"2708",10.6,"right","medial",0.00017425,9.125e-05,0.00010225,1.0442,0.0797,2.0087,"MB18",1,"MB18-1","right medial"
"3354",10.6,"right","medial",0.00032625,0.0001525,0.00017375,1.6393,2.0469,1.2316,"MB19",1,"MB19-1","right medial"
"327",10.6,"right","medial",0.0003395,0.00022475,0.00014825,1.5986,0.6721,2.525,"MB11",2,"MB11-2","right medial"
"3033",10.6,"right","medial",0.00069575,0.00029825,0.00046,2.3416,0.3048,4.3784,"MB18",2,"MB18-2","right medial"
"4840",10.6,"right","medial",0.0007945,4.85e-05,0.00086325,1.577,0.0835,3.0705,"MB22",2,"MB22-2","right medial"
"1907",10.6,"right","medial",0.00278575,0.00031825,0.0024895,5.5562,1.285,9.8275,"MB14",2,"MB14-2","right medial"
"1006",10.6,"right","medial",0.00292975,0.000711,0.00231725,4.2158,4.205,4.2265,"MB13",1,"MB13-1","right medial"
"1294",10.6,"right","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","right medial"
"3034",10.7,"left","medial",8.5e-05,4.175e-05,0.00010075,0.7149,0.1232,1.3067,"MB18",2,"MB18-2","left medial"
"1295",10.7,"left","medial",8.625e-05,5.25e-05,8.625e-05,0.2546,0.0937,0.4156,"MB13",2,"MB13-2","left medial"
"4841",10.7,"left","medial",0.00014425,7.25e-06,0.0001755,0.7766,0.5107,1.0425,"MB22",2,"MB22-2","left medial"
"1908",10.7,"left","medial",0.00016425,7.25e-06,0.00026425,1.5097,0.1376,2.8818,"MB14",2,"MB14-2","left medial"
"2446",10.7,"left","medial",0.00027925,0.00019575,8.35e-05,0.8386,1.1335,0.5437,"MB17",2,"MB17-2","left medial"
"2709",10.7,"left","medial",0.000626,0.00011425,0.000621,3.2851,1.0615,5.5088,"MB18",1,"MB18-1","left medial"
"4483",10.7,"left","medial",0.0012885,0,0.0021595,2.902,1,4.804,"MB22",1,"MB22-1","left medial"
"1007",10.7,"left","medial",0.00131825,0.000175,0.00118675,1.6875,0.9086,2.4664,"MB13",1,"MB13-1","left medial"
"328",10.7,"left","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","left medial"
"3355",10.7,"left","medial",0,0,0,0,0,0,"MB19",1,"MB19-1","left medial"
"5588",10.7,"right","distal",5e-04,4e-04,3e-04,1.2446,0.75,1.7391,"MB23",2,"MB23-2","right distal"
"5194",10.7,"right","distal",0.003,9e-04,0.0023,5.8073,4.5,7.1145,"MB23",1,"MB23-1","right distal"
"782",10.7,"right","medial",6e-04,1e-04,9e-04,1.1293,0.3248,1.9338,"MB12",2,"MB12-2","right medial"
"4233",10.7,"right","medial",0.0015,0,0.0016,1.719,0,3.438,"MB21",2,"MB21-2","right medial"
"545",10.7,"right","medial",0.0028,2e-04,0.0074,6.4789,2,10.9578,"MB12",1,"MB12-1","right medial"
"3944",10.7,"right","medial",0.0333,0.0197,0.0139,30.9389,29.2817,32.5961,"MB21",1,"MB21-1","right medial"
"3654",10.7,"right","medial",0.00023,0.000135,9.475e-05,0.1671,0.1672,0.167,"MB19",2,"MB19-2","right medial"
"2187",10.7,"right","medial",0.000555,0.00033275,0.00022225,1.991,1.9276,2.0543,"MB17",1,"MB17-1","right medial"
"100",10.7,"right","medial",0.0032665,0.000114,0.0040605,5.134,1.0452,9.2229,"MB11",1,"MB11-1","right medial"
"1575",10.7,"right","medial",0.0034865,0.00025825,0.00337675,6.4235,1.2614,11.5856,"MB14",1,"MB14-1","right medial"
"5589",10.8,"left","distal",2e-04,0,4e-04,1.2491,1,1.4983,"MB23",2,"MB23-2","left distal"
"5195",10.8,"left","distal",5e-04,3e-04,2e-04,1.6835,2.5726,0.7943,"MB23",1,"MB23-1","left distal"
"546",10.8,"left","medial",5e-04,0,0.0037,3.8179,1,6.6359,"MB12",1,"MB12-1","left medial"
"783",10.8,"left","medial",0.0011,5e-04,7e-04,3.9399,4.0598,3.8199,"MB12",2,"MB12-2","left medial"
"4234",10.8,"left","medial",0.0018,0.0014,4e-04,1.7837,2.5826,0.9848,"MB21",2,"MB21-2","left medial"
"3945",10.8,"left","medial",0.0075,0.0017,0.006,6.9028,2.9045,10.9011,"MB21",1,"MB21-1","left medial"
"2188",10.8,"left","medial",0.0003255,0.0002735,5.175e-05,0.5044,0.8125,0.1963,"MB17",1,"MB17-1","left medial"
"3655",10.8,"left","medial",0.00058525,0.00014375,0.00047125,1.6718,1.5,1.8437,"MB19",2,"MB19-2","left medial"
"101",10.8,"left","medial",0.0029795,0.0002145,0.00291125,4.0558,1.1591,6.9525,"MB11",1,"MB11-1","left medial"
"1576",10.8,"left","medial",0.00309875,1.125e-05,0.0041155,4.6444,0.0064,9.2825,"MB14",1,"MB14-1","left medial"
"2447",10.8,"right","medial",6e-06,0,5.975e-05,0.6629,0.2146,1.1112,"MB17",2,"MB17-2","right medial"
"4484",10.8,"right","medial",7.525e-05,0,0.0010705,2.0897,0,4.1794,"MB22",1,"MB22-1","right medial"
"2710",10.8,"right","medial",0.00018525,0.00011225,9.175e-05,0.968,0.1187,1.8173,"MB18",1,"MB18-1","right medial"
"3356",10.8,"right","medial",0.00039525,0.000182,0.00021325,1.8192,2.1635,1.475,"MB19",1,"MB19-1","right medial"
"329",10.8,"right","medial",0.0004265,0.00032925,0.00011125,1.8393,1.4887,2.1898,"MB11",2,"MB11-2","right medial"
"3035",10.8,"right","medial",0.00074225,0.000366,0.0004305,2.3324,0.2558,4.409,"MB18",2,"MB18-2","right medial"
"4842",10.8,"right","medial",0.001187,6.825e-05,0.00125825,2.9383,1.1389,4.7378,"MB22",2,"MB22-2","right medial"
"1008",10.8,"right","medial",0.002748,0.00040175,0.0024585,3.8476,3.0606,4.6345,"MB13",1,"MB13-1","right medial"
"1909",10.8,"right","medial",0.00277325,0.00031875,0.00248175,5.2205,0.9048,9.5361,"MB14",2,"MB14-2","right medial"
"1296",10.8,"right","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","right medial"
"1297",10.9,"left","medial",6.9e-05,4.85e-05,9.05e-05,0.2789,0.089,0.4689,"MB13",2,"MB13-2","left medial"
"4843",10.9,"left","medial",0.000129,3.75e-06,0.0002105,1.2306,0.9177,1.5434,"MB22",2,"MB22-2","left medial"
"3357",10.9,"left","medial",0.000165,8.725e-05,7.8e-05,0.4353,0.6915,0.179,"MB19",1,"MB19-1","left medial"
"1910",10.9,"left","medial",0.00017775,3.075e-05,0.00022,1.8878,1.0007,2.7749,"MB14",2,"MB14-2","left medial"
"3036",10.9,"left","medial",0.00021775,8.45e-05,0.00015325,0.8771,0.199,1.5553,"MB18",2,"MB18-2","left medial"
"2448",10.9,"left","medial",0.0002425,0.00020375,3.9e-05,0.8416,1.4252,0.258,"MB17",2,"MB17-2","left medial"
"2711",10.9,"left","medial",0.00073525,0.0001055,0.00080625,4.1533,1.6158,6.6907,"MB18",1,"MB18-1","left medial"
"4485",10.9,"left","medial",0.00126625,0,0.00208725,2.1752,0,4.3505,"MB22",1,"MB22-1","left medial"
"1009",10.9,"left","medial",0.00129625,0.00021375,0.00109375,1.6371,0.9291,2.345,"MB13",1,"MB13-1","left medial"
"330",10.9,"left","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","left medial"
"5196",10.9,"right","distal",0.0026,8e-04,0.002,4.7657,3.5,6.0314,"MB23",1,"MB23-1","right distal"
"784",10.9,"right","medial",5e-04,0,9e-04,1.0067,0.0325,1.981,"MB12",2,"MB12-2","right medial"
"4235",10.9,"right","medial",0.0013,0,0.0015,1.5867,0,3.1734,"MB21",2,"MB21-2","right medial"
"5590",10.9,"right","medial",0.0013,0.001,5e-04,2.672,2,3.3439,"MB23",2,"MB23-2","right medial"
"547",10.9,"right","medial",0.003,2e-04,0.0073,6.6699,2.5,10.8397,"MB12",1,"MB12-1","right medial"
"3946",10.9,"right","medial",0.0311,0.0182,0.0131,29.2916,27.5221,31.0612,"MB21",1,"MB21-1","right medial"
"3656",10.9,"right","medial",0.0002615,0.00012275,0.00017175,0.5086,0.6786,0.3386,"MB19",2,"MB19-2","right medial"
"2189",10.9,"right","medial",0.00043875,0.00031975,0.00011875,1.7519,2.5865,0.9174,"MB17",1,"MB17-1","right medial"
"102",10.9,"right","medial",0.002917,4.725e-05,0.00389925,4.508,0.0495,8.9665,"MB11",1,"MB11-1","right medial"
"1577",10.9,"right","medial",0.00360825,0.00035,0.003369,5.3377,0.366,10.3094,"MB14",1,"MB14-1","right medial"
"5591",11,"left","medial",2e-04,0,4e-04,1.3173,1,1.6346,"MB23",2,"MB23-2","left medial"
"5197",11,"left","medial",4e-04,4e-04,1e-04,1.4674,2.7592,0.1757,"MB23",1,"MB23-1","left medial"
"548",11,"left","medial",6e-04,0,0.0037,4.5364,2,7.0728,"MB12",1,"MB12-1","left medial"
"4236",11,"left","medial",0.0016,0.0013,3e-04,1.0165,1.5362,0.4969,"MB21",2,"MB21-2","left medial"
"785",11,"left","medial",0.0017,8e-04,9e-04,4.0124,4.0546,3.9701,"MB12",2,"MB12-2","left medial"
"3947",11,"left","medial",0.0077,0.0018,0.0061,7.0146,3.0027,11.0264,"MB21",1,"MB21-1","left medial"
"2190",11,"left","medial",0.000373,0.00030175,7.15e-05,0.6102,0.9352,0.2852,"MB17",1,"MB17-1","left medial"
"3657",11,"left","medial",0.00088125,0.00025275,0.000633,2.2525,2.0068,2.4981,"MB19",2,"MB19-2","left medial"
"103",11,"left","medial",0.0029695,0.000207,0.0029255,4.0626,1.1606,6.9645,"MB11",1,"MB11-1","left medial"
"1578",11,"left","medial",0.00319575,3.875e-05,0.00410275,4.6143,0.0221,9.2066,"MB14",1,"MB14-1","left medial"
"2449",11,"right","medial",0,0,3.2e-05,0.6139,0.6135,0.6142,"MB17",2,"MB17-2","right medial"
"4486",11,"right","medial",3.45e-05,0,0.001091,2.0965,0,4.1929,"MB22",1,"MB22-1","right medial"
"1298",11,"right","medial",7.625e-05,1.225e-05,0.00017225,0.3306,0.3074,0.3538,"MB13",2,"MB13-2","right medial"
"2712",11,"right","medial",0.0001715,0.00011,6.8e-05,0.8272,0.1308,1.5237,"MB18",1,"MB18-1","right medial"
"331",11,"right","medial",0.0003305,0.00028225,8.175e-05,1.6179,1.3508,1.885,"MB11",2,"MB11-2","right medial"
"3358",11,"right","medial",0.00041175,0.0002055,0.00020625,1.8607,2.2401,1.4813,"MB19",1,"MB19-1","right medial"
"3037",11,"right","medial",0.00097275,0.0004955,0.00052925,3.2368,1.2047,5.2688,"MB18",2,"MB18-2","right medial"
"4844",11,"right","medial",0.001426,6.525e-05,0.0016165,3.1826,1.0393,5.3258,"MB22",2,"MB22-2","right medial"
"1911",11,"right","medial",0.00277925,0.0003115,0.0025115,5.4626,1.598,9.3272,"MB14",2,"MB14-2","right medial"
"1010",11,"right","medial",0.00302225,0.00042725,0.0027835,4.069,3,5.138,"MB13",1,"MB13-1","right medial"
"1299",11.1,"left","medial",3.575e-05,7.75e-06,7.275e-05,0.3294,0.273,0.3859,"MB13",2,"MB13-2","left medial"
"3038",11.1,"left","medial",9.7e-05,3.325e-05,0.00011875,0.9597,0.0976,1.8218,"MB18",2,"MB18-2","left medial"
"1912",11.1,"left","medial",0.0001745,2.7e-05,0.000217,1.8746,1.0031,2.7461,"MB14",2,"MB14-2","left medial"
"4845",11.1,"left","medial",0.00019825,4.5e-06,0.00022925,1.0739,0.8862,1.2617,"MB22",2,"MB22-2","left medial"
"2450",11.1,"left","medial",0.00020275,0.000169,3.375e-05,0.8372,1.483,0.1914,"MB17",2,"MB17-2","left medial"
"3359",11.1,"left","medial",0.000232,8.725e-05,0.00014625,0.6948,0.9399,0.4496,"MB19",1,"MB19-1","left medial"
"2713",11.1,"left","medial",0.00059375,7.85e-05,0.00069325,3.321,0.9084,5.7336,"MB18",1,"MB18-1","left medial"
"4487",11.1,"left","medial",0.001201,0,0.00199125,1.9802,0.0176,3.9429,"MB22",1,"MB22-1","left medial"
"1011",11.1,"left","medial",0.00128025,0.00022,0.001073,1.6268,0.9369,2.3167,"MB13",1,"MB13-1","left medial"
"332",11.1,"left","medial",0,0,0,0,0,0,"MB11",2,"MB11-2","left medial"
"786",11.1,"right","medial",5e-04,0,8e-04,0.9484,0.006,1.8908,"MB12",2,"MB12-2","right medial"
"4237",11.1,"right","medial",0.001,0,0.0013,1.4035,0,2.807,"MB21",2,"MB21-2","right medial"
"5592",11.1,"right","medial",0.0013,9e-04,7e-04,2.94,2,3.88,"MB23",2,"MB23-2","right medial"
"5198",11.1,"right","medial",0.0024,6e-04,0.002,4.5845,3.25,5.919,"MB23",1,"MB23-1","right medial"
"549",11.1,"right","medial",0.0035,2e-04,0.0072,6.6222,2.5,10.7444,"MB12",1,"MB12-1","right medial"
"3948",11.1,"right","medial",0.0307,0.0172,0.0138,28.0831,25.2652,30.901,"MB21",1,"MB21-1","right medial"
"2191",11.1,"right","medial",0.00030625,0.00026125,4.5e-05,1.3731,2.2218,0.5244,"MB17",1,"MB17-1","right medial"
"3658",11.1,"right","medial",0.0004055,9.925e-05,0.00036825,0.6534,0.6398,0.6671,"MB19",2,"MB19-2","right medial"
"104",11.1,"right","medial",0.0028835,4.775e-05,0.00386075,4.5841,0.0487,9.1195,"MB11",1,"MB11-1","right medial"
"1579",11.1,"right","medial",0.003837,0.0004905,0.003477,6.2642,1.4563,11.0721,"MB14",1,"MB14-1","right medial"
"5199",11.2,"left","medial",4e-04,3e-04,0,1.0157,1.9271,0.1044,"MB23",1,"MB23-1","left medial"
"550",11.2,"left","medial",7e-04,0,0.0037,3.6991,1,6.3981,"MB12",1,"MB12-1","left medial"
"787",11.2,"left","medial",0.0012,4e-04,7e-04,3.3771,3.5485,3.2058,"MB12",2,"MB12-2","left medial"
"4238",11.2,"left","medial",0.0016,0.0013,3e-04,1.0108,1.4899,0.5318,"MB21",2,"MB21-2","left medial"
"3949",11.2,"left","medial",0.0078,0.0019,0.0062,7.0354,3.084,10.9867,"MB21",1,"MB21-1","left medial"
"2192",11.2,"left","medial",0.00027275,0.00022125,5.15e-05,0.6444,0.9811,0.3076,"MB17",1,"MB17-1","left medial"
"3659",11.2,"left","medial",0.00106875,0.00024475,0.0008785,2.5461,2.0018,3.0905,"MB19",2,"MB19-2","left medial"
"105",11.2,"left","medial",0.002886,0.00020025,0.002833,3.3596,0.1996,6.5195,"MB11",1,"MB11-1","left medial"
"1580",11.2,"left","medial",0.0034115,6.725e-05,0.00410175,4.5861,0.0391,9.1331,"MB14",1,"MB14-1","left medial"
"5593",11.2,"left","medial",0,0,0,0,0,0,"MB23",2,"MB23-2","left medial"
"2451",11.2,"right","medial",0,0,4.225e-05,1.4455,1.3693,1.5217,"MB17",2,"MB17-2","right medial"
"4488",11.2,"right","medial",4.875e-05,0,0.00100525,1.957,0,3.914,"MB22",1,"MB22-1","right medial"
"333",11.2,"right","medial",0.000182,0.00015625,9.65e-05,1.3004,0.423,2.1777,"MB11",2,"MB11-2","right medial"
"2714",11.2,"right","medial",0.0002135,0.00012825,0.000112,0.9834,0.2195,1.7472,"MB18",1,"MB18-1","right medial"
"1300",11.2,"right","medial",0.000314,3.225e-05,0.00032925,0.5264,0.17,0.8829,"MB13",2,"MB13-2","right medial"
"3360",11.2,"right","medial",0.00042875,0.00023625,0.0001925,1.8733,2.2776,1.469,"MB19",1,"MB19-1","right medial"
"3039",11.2,"right","medial",0.0009695,0.0004935,0.000528,3.2065,1.2125,5.2005,"MB18",2,"MB18-2","right medial"
"4846",11.2,"right","medial",0.001686,6.775e-05,0.00182475,3.3231,1.044,5.6023,"MB22",2,"MB22-2","right medial"
"1913",11.2,"right","medial",0.0026915,0.00027675,0.00254925,5.3261,1.1162,9.536,"MB14",2,"MB14-2","right medial"
"1012",11.2,"right","medial",0.00340025,0.000531,0.00307475,5.2477,4,6.4954,"MB13",1,"MB13-1","right medial"
"334",11.3,"left","medial",3e-05,0,9.35e-05,0.7778,0.7855,0.7702,"MB11",2,"MB11-2","left medial"
"3040",11.3,"left","medial",3.975e-05,1e-05,0.00010925,0.8333,0.0301,1.6365,"MB18",2,"MB18-2","left medial"
"1914",11.3,"left","medial",0.0001385,1.625e-05,0.00018625,1.8239,1.0004,2.6473,"MB14",2,"MB14-2","left medial"
"2452",11.3,"left","medial",0.00014625,0.0001015,4.475e-05,0.8381,1.3374,0.3388,"MB17",2,"MB17-2","left medial"
"3361",11.3,"left","medial",0.0002655,0.00011725,0.00014825,0.8389,1.1762,0.5016,"MB19",1,"MB19-1","left medial"
"4847",11.3,"left","medial",0.00028325,6.5e-06,0.00031775,0.9833,0.9882,0.9785,"MB22",2,"MB22-2","left medial"
"2715",11.3,"left","medial",0.00058,7e-05,0.00068875,3.2891,0.8459,5.7324,"MB18",1,"MB18-1","left medial"
"4489",11.3,"left","medial",0.00127275,0,0.0021275,2.2719,0,4.5438,"MB22",1,"MB22-1","left medial"
"1013",11.3,"left","medial",0.00135975,0.00026475,0.001122,1.532,0.786,2.278,"MB13",1,"MB13-1","left medial"
"1301",11.3,"left","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","left medial"
"788",11.3,"right","medial",4e-04,0,8e-04,0.9098,0,1.8196,"MB12",2,"MB12-2","right medial"
"4239",11.3,"right","medial",7e-04,0,0.001,1.1181,0,2.2362,"MB21",2,"MB21-2","right medial"
"5594",11.3,"right","medial",8e-04,5e-04,7e-04,2.1304,1,3.2607,"MB23",2,"MB23-2","right medial"
"5200",11.3,"right","medial",0.0024,5e-04,0.002,4.6193,3.25,5.9887,"MB23",1,"MB23-1","right medial"
"551",11.3,"right","medial",0.0042,2e-04,0.0071,6.5665,2.5,10.6329,"MB12",1,"MB12-1","right medial"
"3950",11.3,"right","medial",0.0297,0.0162,0.0139,27.4078,24.0209,30.7948,"MB21",1,"MB21-1","right medial"
"2193",11.3,"right","medial",0.00029375,0.00021925,7.45e-05,1.992,2.6743,1.3096,"MB17",1,"MB17-1","right medial"
"3660",11.3,"right","medial",0.00033825,5.65e-05,0.00033075,0.9531,1.0788,0.8275,"MB19",2,"MB19-2","right medial"
"106",11.3,"right","medial",0.0030665,7.5e-06,0.00400525,5.1901,0.0094,10.3707,"MB11",1,"MB11-1","right medial"
"1581",11.3,"right","medial",0.00419225,0.000634,0.00370775,5.8486,0.7953,10.902,"MB14",1,"MB14-1","right medial"
"5201",11.4,"left","medial",4e-04,3e-04,0,1.0789,2.062,0.0958,"MB23",1,"MB23-1","left medial"
"552",11.4,"left","medial",8e-04,0,0.0036,3.3892,1,5.7783,"MB12",1,"MB12-1","left medial"
"789",11.4,"left","medial",0.0012,4e-04,8e-04,3.0862,3.0552,3.1172,"MB12",2,"MB12-2","left medial"
"4240",11.4,"left","medial",0.0012,9e-04,3e-04,1.0283,1.3183,0.7382,"MB21",2,"MB21-2","left medial"
"3951",11.4,"left","medial",0.0077,0.0018,0.0061,6.942,3.1138,10.7703,"MB21",1,"MB21-1","left medial"
"2194",11.4,"left","medial",0.00026225,0.0002105,5.15e-05,0.6838,1.0404,0.3273,"MB17",1,"MB17-1","left medial"
"3661",11.4,"left","medial",0.00171,0.000645,0.001114,3.4367,3.0022,3.8712,"MB19",2,"MB19-2","left medial"
"107",11.4,"left","medial",0.0029065,0.00024025,0.002785,3.5852,0.5768,6.5936,"MB11",1,"MB11-1","left medial"
"1582",11.4,"left","medial",0.00366725,9.325e-05,0.00417075,4.5703,0.0551,9.0855,"MB14",1,"MB14-1","left medial"
"5595",11.4,"left","medial",0,0,0,0,0,0,"MB23",2,"MB23-2","left medial"
"2453",11.4,"right","medial",0,0,3.7e-05,1.1938,1,1.3876,"MB17",2,"MB17-2","right medial"
"4490",11.4,"right","medial",0.00012425,0,0.00105,1.8966,0,3.7932,"MB22",1,"MB22-1","right medial"
"335",11.4,"right","medial",0.000174,0.000126,0.00010975,0.9718,0.184,1.7597,"MB11",2,"MB11-2","right medial"
"2716",11.4,"right","medial",0.00035825,0.00016175,0.000203,1.3574,0.8245,1.8903,"MB18",1,"MB18-1","right medial"
"3362",11.4,"right","medial",0.00039325,0.00027425,0.000119,1.7077,2.2936,1.1219,"MB19",1,"MB19-1","right medial"
"1302",11.4,"right","medial",0.00057325,8.425e-05,0.000508,0.943,0.3153,1.5707,"MB13",2,"MB13-2","right medial"
"3041",11.4,"right","medial",0.00090225,0.0004415,0.00051775,3.1531,1.188,5.1182,"MB18",2,"MB18-2","right medial"
"4848",11.4,"right","medial",0.001881,0.000244,0.0017725,3.481,1.7295,5.2325,"MB22",2,"MB22-2","right medial"
"1915",11.4,"right","medial",0.0028385,0.00033575,0.00271575,5.7389,1.5269,9.9509,"MB14",2,"MB14-2","right medial"
"1014",11.4,"right","medial",0.00361825,0.000569,0.0032785,5.3392,4,6.6785,"MB13",1,"MB13-1","right medial"
"3042",11.5,"left","medial",1.25e-06,0,7.375e-05,0.4366,0,0.8732,"MB18",2,"MB18-2","left medial"
"336",11.5,"left","medial",3.25e-06,0,5.45e-05,0.1908,0,0.3816,"MB11",2,"MB11-2","left medial"
"4849",11.5,"left","medial",4.9e-05,4e-06,7.725e-05,0.1363,0.0062,0.2664,"MB22",2,"MB22-2","left medial"
"2454",11.5,"left","medial",9.625e-05,5.9e-05,3.725e-05,0.2972,0.364,0.2304,"MB17",2,"MB17-2","left medial"
"1916",11.5,"left","medial",0.000143,1.05e-05,0.00019275,1.809,1,2.618,"MB14",2,"MB14-2","left medial"
"3363",11.5,"left","medial",0.00017725,6.725e-05,0.00011025,0.306,0.2686,0.3434,"MB19",1,"MB19-1","left medial"
"2717",11.5,"left","medial",0.00050075,2.875e-05,0.00066825,3.0767,0.5347,5.6188,"MB18",1,"MB18-1","left medial"
"1015",11.5,"left","medial",0.001257,0.0002535,0.0010435,1.4056,0.6613,2.1499,"MB13",1,"MB13-1","left medial"
"4491",11.5,"left","medial",0.00127225,0,0.0021325,2.4683,0.8093,4.1272,"MB22",1,"MB22-1","left medial"
"1303",11.5,"left","medial",0,0,0,0,0,0,"MB13",2,"MB13-2","left medial"
"4241",11.5,"right","medial",4e-04,0,6e-04,0.9667,0.3333,1.6001,"MB21",2,"MB21-2","right medial"
"790",11.5,"right","medial",6e-04,1e-04,9e-04,1.1517,0.5002,1.8032,"MB12",2,"MB12-2","right medial"
"5596",11.5,"right","medial",8e-04,4e-04,6e-04,2.0709,1,3.1417,"MB23",2,"MB23-2","right medial"
"5202",11.5,"right","medial",0.0025,5e-04,0.0021,4.8845,3.5,6.2691,"MB23",1,"MB23-1","right medial"
"553",11.5,"right","medial",0.0049,2e-04,0.0071,6.58,2.6446,10.5154,"MB12",1,"MB12-1","right medial"
"3952",11.5,"right","medial",0.0287,0.0152,0.0141,26.6156,22.7691,30.4621,"MB21",1,"MB21-1","right medial"
"3662",11.5,"right","medial",0.00032225,4.65e-05,0.0003215,0.4718,0.0994,0.8443,"MB19",2,"MB19-2","right medial"
"2195",11.5,"right","medial",0.000351,0.00025,0.000101,1.8048,2.2544,1.3552,"MB17",1,"MB17-1","right medial"
"108",11.5,"right","medial",0.0028665,0,0.003817,4.8392,0,9.6784,"MB11",1,"MB11-1","right medial"
"1583",11.5,"right","medial",0.004372,0.0007195,0.00375625,5.8202,1.0693,10.5712,"MB14",1,"MB14-1","right medial"
"5597",11.6,"left","medial",0,0,0,1.1842,1.5,0.8684,"MB23",2,"MB23-2","left medial"
"5203",11.6,"left","medial",4e-04,4e-04,1e-04,1.1925,2.2594,0.1255,"MB23",1,"MB23-1","left medial"
"554",11.6,"left","medial",8e-04,0,0.0033,3.3017,1,5.6034,"MB12",1,"MB12-1","left medial"
"791",11.6,"left","medial",0.0012,4e-04,8e-04,3.0086,3.0436,2.9735,"MB12",2,"MB12-2","left medial"
"4242",11.6,"left","medial",0.0012,9e-04,3e-04,1.0533,1.2513,0.8553,"MB21",2,"MB21-2","left medial"
"3953",11.6,"left","medial",0.0076,0.0017,0.0061,6.7902,3.0717,10.5087,"MB21",1,"MB21-1","left medial"
"2196",11.6,"left","medial",0.000148,0.000133,1.475e-05,0.2826,0.4601,0.1051,"MB17",1,"MB17-1","left medial"
"3663",11.6,"left","medial",0.0018055,0.00066675,0.00120725,3.676,3.0052,4.3468,"MB19",2,"MB19-2","left medial"
"109",11.6,"left","medial",0.0028365,0.00027625,0.00273675,3.6893,0.8247,6.5538,"MB11",1,"MB11-1","left medial"
"1584",11.6,"left","medial",0.0037105,5.85e-05,0.00419175,4.6607,0.2715,9.0499,"MB14",1,"MB14-1","left medial"
"2455",11.6,"right","medial",0,0,4.55e-05,0.5636,0,1.1271,"MB17",2,"MB17-2","right medial"
"2718",11.6,"right","medial",0.00014925,9.65e-05,8.025e-05,0.6955,0.0899,1.3011,"MB18",1,"MB18-1","right medial"
"4492",11.6,"right","medial",0.0002085,0,0.00111875,1.8849,0,3.7697,"MB22",1,"MB22-1","right medial"
